id,url,title,subtitle,claps,responses,reading_time,publication,date
1130,https://towardsdatascience.com/six-books-that-have-shaped-my-data-career-8d9db9a40691,Six Books that Have Shaped My Data Career,"Great reads on modeling, processes, and leadership",17,1,9,Towards Data Science,29-03-2023
1131,https://towardsdatascience.com/using-gpt-3-5-turbo-and-gpt-4-to-apply-text-defined-data-quality-checks-on-humanitarian-datasets-6f02219c693c,Using GPT-3.5-Turbo and GPT-4 to Apply Text-defined Data Quality Checks on Humanitarian Datasets,,66,0,23,Towards Data Science,29-03-2023
1132,https://towardsdatascience.com/a-recommendation-system-for-academic-research-and-other-data-types-db5c5a68f1f5,A Recommendation System For Academic Research (And Other Data Types)!,Implementing Natural Language…,6,2,15,Towards Data Science,29-03-2023
1133,https://towardsdatascience.com/distributed-hyperparameter-tuning-in-vertex-ai-pipeline-2f3278a1eb64,Distributed Hyperparameter Tuning in Vertex AI Pipeline,A path to enable the distributed…,87,0,10,Towards Data Science,29-03-2023
1134,https://towardsdatascience.com/take-your-forecasting-to-the-next-level-with-harmonic-regression-5a8515f63295,Take Your Forecasting to the Next Level with Harmonic Regression,Unveiling the fascinating…,7,2,6,Towards Data Science,29-03-2023
1135,https://towardsdatascience.com/time-series-for-climate-change-forecasting-wind-power-8ed6d653a255,Time Series for Climate Change: Forecasting Wind Power,How to use time series analysis and forecasting…,62,2,6,Towards Data Science,29-03-2023
1136,https://towardsdatascience.com/sliding-windows-in-pandas-40b79edefa34,Sliding Windows in Pandas,Identify Patterns in Time-Series Data with Overlapping Window Techniques,7,1,10,Towards Data Science,29-03-2023
1137,https://towardsdatascience.com/how-to-use-argument-parsing-for-greater-efficiency-in-machine-learning-workflows-2f637eaf5f6a,How To Use Argument Parsing for Greater Efficiency in Machine Learning Workflows,A complete guide on…,64,1,6,Towards Data Science,29-03-2023
1138,https://towardsdatascience.com/diffusion-probabilistic-models-and-text-to-image-generation-9f441d0bc786,Diffusion Probabilistic Models and Text-to-Image Generation,Photorealistic Generation of Anything You…,1,1,4,Towards Data Science,29-03-2023
1139,https://towardsdatascience.com/public-benchmarks-for-medical-natural-language-processing-c7c794ab4d9,Public Benchmarks for Medical Natural Language Processing,A general introduction to a list of…,8,1,6,Towards Data Science,29-03-2023
1140,https://uxdesign.cc/usability-heuristics-in-game-design-29a324177d4e,Usability heuristics in game design,Jakob Nielsen’s ten usability heuristics are broad principles…,62,1,10,UX Collective,29-03-2023
1141,https://uxdesign.cc/product-visioning-through-storytelling-3126f91808cc,Product visioning through storytelling,"<strong class=""markup--strong markup--h4-strong"">A Product Vision tells the story and paints the picture of an</strong>",261,1,6,UX Collective,29-03-2023
1142,https://uxdesign.cc/software-accessibility-for-users-with-dyslexia-a506698af4d6,Software accessibility for users with Dyslexia,,158,2,9,UX Collective,29-03-2023
1143,https://uxdesign.cc/starting-out-in-ux-how-a-startup-might-offer-you-better-opportunities-5a6dab28e606,Starting out in UX? How a startup might offer you better opportunities,5 things UX professionals need…,53,4,7,UX Collective,29-03-2023
1144,https://medium.com/swlh/agile-software-development-needs-to-die-and-everyone-knows-it-1b9dc1bcb014,Agile Software Development Needs to Die (And Everyone Knows It),Agile thinking leads to “meta work”,365,15,7,The Startup,29-03-2023
1145,https://medium.com/swlh/a-step-by-step-chatgpt-guide-to-build-the-perfect-newsletter-for-your-audience-a2071d96735b,A Step-By-Step ChatGPT Guide to Build The Perfect Newsletter For Your Audience,Own your audience and…,401,9,10,The Startup,29-03-2023
1146,https://medium.com/swlh/get-ready-to-be-wowed-chatgpts-new-plugins-will-blow-your-mind-cd736f1e7cda,Get Ready to be Wowed — ChatGPT’s New Plugins Will Blow Your Mind,Introducing ChatGPT’s unbeatable new…,119,0,4,The Startup,29-03-2023
1147,https://medium.com/swlh/stop-reading-mindfriggin-success-stories-they-silently-prevent-you-from-reaching-your-goals-31bb55541797,Stop Reading Mindfriggin’ Success Stories. They Silently Prevent You From Reaching Your Goals,,304,6,4,The Startup,29-03-2023
1148,https://medium.com/swlh/lensa-paved-the-way-for-a-graveyard-of-ai-art-apps-and-theyre-already-too-late-425e7cb0498c,Lensa Paved the Way for a Graveyard of AI Art Apps — and They’re Already Too Late,If Lensa prompted…,153,0,6,The Startup,29-03-2023
1149,https://medium.com/swlh/3-career-lessons-ive-learned-at-39-that-i-ignored-as-a-graduate-at-25-e7338f22db7c,"<strong class=""markup--strong markup--h3-strong"">3 Career Lessons I’ve Learned at 39 That I Ignored as a Graduate at 25</strong>",Life experience is underrated…,214,4,5,The Startup,29-03-2023
1150,https://writingcooperative.com/these-4-concepts-changed-my-whole-perspective-on-writing-cd2202ca8f17,These 4 Concepts Changed My Whole Perspective On Writing,If you want to be consistent with your…,286,5,5,The Writing Cooperative,29-03-2023
1151,https://writingcooperative.com/rhythm-and-flow-in-prose-9f4da283b19c,Rhythm and Flow in Prose,"Using length, structure, and rule-bending to…",,0,4,The Writing Cooperative,29-03-2023
1152,https://writingcooperative.com/read-this-if-you-ever-wrote-a-x-things-that-y-thing-c10e6943cdee,Read This if You Ever Wrote a “X Things That Y” Piece,"Because the writing was stolen from you, and now…",201,1,5,The Writing Cooperative,29-03-2023
1153,https://writingcooperative.com/secrets-to-hosting-a-meaningful-writing-retreat-without-losing-your-mind-ea7e4fb7c350,Secrets To Hosting A Meaningful Writing Retreat Without Losing Your Mind,After years of hosting…,33,0,13,The Writing Cooperative,29-03-2023
1154,https://writingcooperative.com/write-now-with-f-t-lukens-522d81b93283,Write Now With F.T. Lukens,"Today’s Write Now interview features F.T. Lukens, New York Times…",130,1,5,The Writing Cooperative,29-03-2023
1155,https://towardsdatascience.com/stable-diffusion-as-an-api-5e381aec1f6,Stable Diffusion as an API: Make a Person-Removing Microservice,Remove people from photos with a…,57,0,12,Towards Data Science,04-02-2023
1156,https://towardsdatascience.com/back-to-basics-part-dos-linear-regression-cost-function-and-gradient-descent-e3d7d05c56fd,"Back To Basics, Part Dos: Gradient Descent",An accessible perspective on essential machine learning…,211,4,11,Towards Data Science,04-02-2023
1157,https://towardsdatascience.com/mastering-containerization-a-guide-to-creating-docker-like-environments-without-docker-121b3f444d2f,Mastering Containerization: A Guide to Creating Docker-Like Environments without Docker,,116,1,6,Towards Data Science,04-02-2023
1158,https://towardsdatascience.com/datasets-to-train-validate-and-evaluate-machine-translation-d61905d126aa,"Datasets to Train, Validate, and Evaluate Machine Translation","Select, check, and split",125,0,12,Towards Data Science,04-02-2023
1159,https://towardsdatascience.com/how-to-setup-a-simple-etl-pipeline-with-aws-lambda-for-data-science-89e5b96c7017,How to Set Up a Simple ETL Pipeline with AWS Lambda for Data Science,How to setup a simple ETL…,71,0,10,Towards Data Science,04-02-2023
1160,https://towardsdatascience.com/elliot-activation-function-what-is-it-and-is-it-effective-59b63ec1fd8a,Elliot Activation Function: What Is It and Is It Effective?,What is the Elliot Activation Function and…,36,1,7,Towards Data Science,04-02-2023
1161,https://towardsdatascience.com/building-blocks-of-causal-inference-a-daggy-approach-using-lego-cac1372348f3,Building Blocks of Causal Inference — A DAGgy Approach Using Lego,An Introduction to Causal Inference…,45,0,9,Towards Data Science,04-02-2023
1162,https://uxdesign.cc/the-users-netflix-forgot-about-b410d464d173,The users Netflix forgot about,Netflix’s new password sharing policies seem to only consider a few use…,1100,25,6,UX Collective,04-02-2023
1163,https://uxdesign.cc/how-does-our-cultural-background-influence-product-design-dbc83e050551,How does our cultural background influence product design?,,565,6,25,UX Collective,04-02-2023
1164,https://uxdesign.cc/ux-people-will-soon-have-to-collaborate-with-new-professions-8e33fc2bc3fe,UX people will soon have to collaborate with new professions,A future outlook of how the stakeholder…,247,5,10,UX Collective,04-02-2023
1165,https://uxdesign.cc/the-ux-of-value-perception-7aada3a5a46f,The UX of value perception,Practical examples of creating more value through the components of the…,267,4,8,UX Collective,04-02-2023
1166,https://uxdesign.cc/an-open-conversation-with-george-stiny-about-calculating-and-design-5ff67f80b61,"<strong class=""markup--strong markup--h3-strong"">An open conversation with George Stiny about calculating and design</strong>",Why visual ambiguity is one of the greatest tools for design,38,0,17,UX Collective,04-02-2023
1167,https://medium.com/swlh/to-make-enough-money-to-retire-early-stop-doing-these-7-things-b8196d0453db,"To Make Enough Money to Retire Early, Stop Doing These 7 Things",What Harvard research bizarrely shows…,5400,82,6,The Startup,04-02-2023
1168,https://medium.com/swlh/how-i-write-2-articles-most-mornings-before-work-with-little-effort-489f88cc4226,How I Write 2 Articles Most Mornings Before Work (With Little Effort),The secret to producing a lot of…,11100,207,4,The Startup,04-02-2023
1169,https://medium.com/swlh/chatgtp-wont-make-you-rich-and-you-need-to-stop-this-pointless-promotion-3c093dc55d45,"ChatGPT Won’t Make you Rich, and You Need to Stop this Pointless Promotion",The hard truth behind all…,415,10,5,The Startup,04-02-2023
1170,https://medium.com/swlh/22-mental-models-to-help-you-improve-the-way-you-think-and-act-4a94730e931a,22 Mental Models to Help You Improve the Way You Think and Act,Understand these concepts to become…,192,3,7,The Startup,04-02-2023
1171,https://medium.com/swlh/7-ways-to-fall-back-in-love-with-writing-b2ae96c33c61,7 Ways to Fall Back in Love With Writing,The process can be a love/hate relationship.,341,4,6,The Startup,04-02-2023
1172,https://writingcooperative.com/kindle-vella-december-bonus-update-what-i-learned-from-a-full-year-of-writing-for-vella-fc3e41ce4f56,Kindle Vella December Bonus Update: What I Learned From a Full Year of Writing for Vella,,338,2,5,The Writing Cooperative,04-02-2023
1173,https://writingcooperative.com/how-to-create-an-irresistible-internal-conflict-for-your-protagonist-ac8325e60fc,How to Create an Irresistible Internal Conflict for your Protagonist,6 Questions to Ask Yourself,276,4,5,The Writing Cooperative,04-02-2023
1174,https://writingcooperative.com/these-5-practices-will-help-you-start-writing-after-months-of-quitting-578198c70aa9,These 5 Practices Will Help You Start Writing After Months of Quitting,The exact steps I followed to…,332,1,5,The Writing Cooperative,04-02-2023
1175,https://writingcooperative.com/im-terrified-to-start-a-patreon-because-it-will-force-me-to-finish-334922762191,I’m Terrified to Start a Patreon Because it Will Force Me to Finish,Would you like a renaissance…,470,7,4,The Writing Cooperative,04-02-2023
1176,https://towardsdatascience.com/5-signs-youve-become-an-advanced-pythonista-without-even-realizing-it-2b1dd7ef57f3,5 Signs You've Become an Advanced Pythonista Without Even Realizing It,Time to take credit,1000,18,7,Towards Data Science,13-02-2023
1177,https://towardsdatascience.com/intro-to-pytorch-2-convolutional-neural-networks-487d8a35139a,Intro to PyTorch 2: Convolutional Neural Networks,,62,4,16,Towards Data Science,13-02-2023
1178,https://towardsdatascience.com/learning-from-machine-learning-maarten-grootendorst-bertopic-data-science-psychology-9ed9b9b2921,"Learning from Machine Learning | Maarten Grootendorst: BERTopic, Data Science, Psychology",,106,1,43,Towards Data Science,13-02-2023
1179,https://towardsdatascience.com/how-to-use-filter-in-dax-the-correct-way-eb621b49527a,How to use FILTER in DAX the correct way,"<em class=""markup--em markup--h4-em"">The FILTER() function in DAX can be challenging to tame. You</em>",17,2,11,Towards Data Science,13-02-2023
1180,https://towardsdatascience.com/automl-let-machine-learning-give-your-model-selection-a-jump-start-a318de373890,AutoML — Let Machine Learning Give Your Model Selection a Jump-Start,Leveraging AutoML to increase…,66,2,6,Towards Data Science,13-02-2023
1181,https://towardsdatascience.com/d-tale-for-fast-and-easy-exploratory-data-analysis-of-well-log-data-a2ffca5295b6,D-Tale for Fast and Easy Exploratory Data Analysis of Well Log Data,Speeding Up The Exploratory Data…,31,0,9,Towards Data Science,13-02-2023
1182,https://towardsdatascience.com/simulated-annealing-with-restart-a19a53d914c8,Simulated Annealing With Restart,A variation on the classic Simulated Annealing optimisation algorithm…,173,1,5,Towards Data Science,13-02-2023
1183,https://towardsdatascience.com/bad-machine-learning-models-can-still-be-well-calibrated-7a856346fdf2,Bad machine learning models can still be well-calibrated,,288,3,11,Towards Data Science,13-02-2023
1184,https://uxdesign.cc/why-all-of-hollywood-ui-looks-the-same-2ae1d3143350,Why all of Hollywood UI looks the same,"Is the future a blue, transparent hologram? Why is this our…",1000,12,12,UX Collective,13-02-2023
1185,https://uxdesign.cc/say-goodbye-to-dummy-text-and-start-using-real-content-6a168ee8af9d,Say goodbye to “dummy text” and start using real content,Why designers should ditch Lorem Ipsum and…,332,5,6,UX Collective,13-02-2023
1186,https://uxdesign.cc/design-system-breakdown-select-30b2ea00f2f,Design system breakdown: select,Part 3 of a deep dive series on specific design system components,144,0,9,UX Collective,13-02-2023
1187,https://uxdesign.cc/ai-is-coming-for-ux-breaking-up-with-clients-advanced-figma-prototyping-b57c82892c2,"AI is coming for UX, breaking up with clients, advanced Figma prototyping",Weekly curated resources for…,232,0,4,UX Collective,13-02-2023
1188,https://uxdesign.cc/the-rebirth-of-office-a0f39df04d4c,The rebirth of Office,Evolving the Office brand for a new world of collaboration,110,0,3,UX Collective,13-02-2023
1189,https://medium.com/swlh/can-beginners-make-money-on-fiverr-daf3eec5ceea,Can Beginners Make Money on Fiverr?,Is Fiverr good for beginners?,2600,52,6,The Startup,13-02-2023
1190,https://medium.com/swlh/only-one-group-of-creators-should-be-afraid-of-chatgpt-26b879c1ff47,Only One Group of Creators Should Be Afraid Of ChatGPT,And what to do if you consider ChatGPT your…,411,12,5,The Startup,13-02-2023
1191,https://medium.com/swlh/ive-made-5-mistakes-while-growing-my-site-here-they-are-ede8445d7daf,I've Made 5 Mistakes While Growing My Site — Here They Are,"I've made them, but you don't have to.",577,7,6,The Startup,13-02-2023
1192,https://medium.com/swlh/9-things-ive-learned-since-working-from-anywhere-anytime-2d2fb7a7f832,"9 Things I’ve Learned Since Working From Anywhere, Anytime",The digital nomad life isn’t what I…,527,8,4,The Startup,13-02-2023
1193,https://medium.com/swlh/6-ways-to-market-yourself-as-a-freelancer-without-the-hard-sell-b3f0e80a1f80,6 Ways to Market Yourself as a Freelancer (Without the Hard Sell),Don’t like cold pitching? You can…,278,3,6,The Startup,13-02-2023
1194,https://medium.com/swlh/how-i-come-up-with-tons-of-writing-ideas-8-proven-ways-6d6c1df184df,How I Come Up with Tons of Writing Ideas(8 proven ways),I have a secret weapon that will help you come up with great ideas.,391,4,6,The Startup,13-02-2023
1195,https://writingcooperative.com/should-writers-be-afraid-of-getting-attacked-at-a-public-appearance-feb26f1d0649,Should Writers Be Afraid of Getting Attacked at a Public Appearance?,There are consequences for having the courage to write about controversial topics,,0,5,The Writing Cooperative,13-02-2023
1196,https://writingcooperative.com/5-1-seductive-tips-habits-to-supercharge-your-writing-a02b15010241,5+1 Seductive Tips & Habits to Supercharge Your Writing,Produce something so inviting that readers…,192,2,5,The Writing Cooperative,13-02-2023
1197,https://writingcooperative.com/a-food-blogger-gave-me-throbbing-banana-pain-4127c889e8aa,A Food Blogger Gave Me Throbbing Banana Pain,Why food blogs are 90% mumbo-jumbo and only 10% recipes,469,7,6,The Writing Cooperative,13-02-2023
1198,https://writingcooperative.com/30-days-with-voice-typing-can-it-make-writing-faster-and-healthier-db36d6ec5b86,30+ Days with Voice Typing: Can It Make Writing Faster and Healthier?,I dived deep into dictation to…,227,5,6,The Writing Cooperative,13-02-2023
1199,https://writingcooperative.com/heres-the-deal-with-fitting-writing-to-literary-genres-44fc45734981,Here’s the Deal With Fitting Writing to Literary Genres,Defying Categorizations,304,9,6,The Writing Cooperative,13-02-2023
1200,https://towardsdatascience.com/causal-python-elon-musks-tweet-our-googling-habits-bayesian-synthetic-control-187114fc4aa8,"Causal Python — Elon Musk’s Tweet, Our Googling Habits, and Bayesian Synthetic Control",Applying synthetic control with a Bayesian twist to quantify the impact of a tweet (using CausalPy),153,3,11,Towards Data Science,08-01-2023
1201,https://towardsdatascience.com/2023-predictions-whats-next-for-ai-research-de5b035bc448,"<strong class=""markup--strong markup--h3-strong"">2023 Predictions: What’s Next for AI Research?</strong>","Excited by the past year, we looked forward to 2023…",94,4,12,Towards Data Science,08-01-2023
1202,https://towardsdatascience.com/stereo-vision-system-for-3d-tracking-ce8eaca3a40a,Stereo Vision System for 3D Tracking,Two eyes are all you need,225,1,6,Towards Data Science,08-01-2023
1203,https://uxdesign.cc/the-problem-with-not-defining-problems-b0f3b2c071dc,The problem with not defining problems,"<strong class=""markup--strong markup--h4-strong"">How to develop better products using a scientific mindset</strong>",235,0,4,UX Collective,08-01-2023
1204,https://uxdesign.cc/wcag-2-2-focus-not-obscured-another-candidate-for-the-latest-wcag-standards-46b436d3654c,WCAG 2.2 Focus Not Obscured — another candidate for the latest WCAG standards,,91,0,6,UX Collective,08-01-2023
1205,https://medium.com/swlh/7-modern-writing-tools-that-changed-my-life-16bf5f791b0e,7 Modern Writing Tools That Changed My Life,The very best writing tools I’ve stumbled upon that you’ve…,1200,10,7,The Startup,08-01-2023
1206,https://medium.com/swlh/elon-musk-is-open-to-acquiring-substack-heres-what-makes-the-platform-so-powerful-94f6432d2761,Elon Musk Is Open to Acquiring Substack — Here’s What Makes The Platform so Powerful,,1300,12,5,The Startup,08-01-2023
1207,https://medium.com/swlh/the-only-business-strategy-you-need-to-follow-to-make-millions-47f7c8d29bd5,The Only Business Strategy You Need To Follow To Make Millions,And why it is not unfair that a…,435,3,5,The Startup,08-01-2023
1208,https://medium.com/swlh/smart-creators-dont-try-to-be-good-at-everything-they-only-master-one-thing-47f80272038b,Smart Creators Don’t Try to Be Good at Everything — They Only Master One Thing,Ignore this principle…,383,4,3,The Startup,08-01-2023
1209,https://writingcooperative.com/why-writers-should-care-about-ai-art-b859192776c9,Why Writers Should Care About AI Art,There’s a good chance that AI art will impact your work.,332,7,5,The Writing Cooperative,08-01-2023
1210,https://writingcooperative.com/rules-related-to-countable-and-uncountable-nouns-bd7f3f2e4416,Rules Related to Countable and Uncountable Nouns,Including which…,454,5,4,The Writing Cooperative,08-01-2023
1211,https://writingcooperative.com/writing-the-most-important-part-of-any-story-7c092f2aa439,Writing the Most Important Part of Any Story,How to Write the AHA Moment,231,2,8,The Writing Cooperative,08-01-2023
1212,https://writingcooperative.com/frankenstein-inspired-generations-of-successful-writers-92d7f3a654db,Frankenstein Inspired Generations of Successful Writers,Being inspired by the classics can be…,755,11,3,The Writing Cooperative,08-01-2023
1213,https://writingcooperative.com/try-these-3-great-ways-to-reach-readers-this-year-3dc8fe8d25e3,Try These 3 Great Ways to Reach Readers This Year,Don’t let your words…,,0,5,The Writing Cooperative,08-01-2023
1214,https://towardsdatascience.com/forget-about-sqlite-use-duckdb-instead-and-thank-me-later-df76ee9bb777,"Forget about SQLite, Use DuckDB Instead — And Thank Me Later",Introduction to DuckDB and its Python…,712,19,7,Towards Data Science,16-03-2023
1215,https://towardsdatascience.com/5-awesome-python-hidden-features-a0172e0bd98e,5 Awesome Python Hidden Features — Part 1,,274,3,6,Towards Data Science,16-03-2023
1216,https://towardsdatascience.com/python-and-beyond-expand-your-data-science-programming-toolkit-4f4612949,Python and Beyond: Expand Your Data Science Programming Toolkit,,85,1,3,Towards Data Science,16-03-2023
1217,https://towardsdatascience.com/structuring-your-machine-learning-project-with-mlops-in-mind-41a8d65987c9,Structuring Your Machine Learning Project with MLOps in Mind,MLOps in Action: Project Structuring,178,2,14,Towards Data Science,16-03-2023
1218,https://towardsdatascience.com/pandas-python-tricks-for-data-science-data-analysis-part-4-67f61f69d62c,Pandas & Python Tricks for Data Science & Data Analysis — Part 4,This is the fourth part of my Pandas…,69,4,4,Towards Data Science,16-03-2023
1219,https://towardsdatascience.com/practical-guide-for-anomaly-detection-in-time-series-with-python-d4847d6c099f,Practical Guide for Anomaly Detection in Time Series with Python,A hands-on article on detecting…,81,1,13,Towards Data Science,16-03-2023
1220,https://towardsdatascience.com/from-centralized-to-federated-learning-b0074793e9f,From Centralized to Federated Learning,A summary of dataset distribution techniques for Federated…,76,1,9,Towards Data Science,16-03-2023
1221,https://towardsdatascience.com/are-expert-systems-dead-87c8d6c26474,Are Expert Systems Dead?,"A review of recent trends, use cases and technologies",29,0,12,Towards Data Science,16-03-2023
1222,https://towardsdatascience.com/make-your-sklearn-models-up-to-100-times-faster-563bb682665e,Make your sklearn models up to 100 times faster,How to considerable reduce training time changing only…,29,1,4,Towards Data Science,16-03-2023
1223,https://towardsdatascience.com/how-to-properly-deploy-ml-models-as-flask-apis-on-amazon-ecs-98428f9a0ecf,How to Properly Deploy ML Models as Flask APIs on Amazon ECS,Deploy XGBoost models on Amazon ECS to…,97,2,8,Towards Data Science,16-03-2023
1224,https://towardsdatascience.com/summarizing-the-latest-spotify-releases-with-chatgpt-553245a6df88,Summarizing the latest Spotify releases with ChatGPT,Empowering Music Discovery: Summarizing New…,67,1,10,Towards Data Science,16-03-2023
1225,https://towardsdatascience.com/a-better-symbolic-regression-method-by-explicitly-considering-units-35b3630165b,"A better symbolic regression method, by explicitly considering units",Could help to blend machine…,26,0,7,Towards Data Science,16-03-2023
1226,https://uxdesign.cc/3-lessons-from-bumbles-onboarding-f45f817f751f,3 lessons from Bumble’s onboarding,An early activation and monetisation masterclass,406,4,8,UX Collective,16-03-2023
1227,https://uxdesign.cc/the-birth-of-the-superhuman-ux-designer-how-ai-is-changing-the-game-249d34c03840,The birth of the superhuman UX designer: how AI is changing the game,The ultimate guide to…,218,6,10,UX Collective,16-03-2023
1228,https://uxdesign.cc/stress-testing-ai-imagined-art-or-your-mother-is-a-tracer-2222cef8b124,Stress-testing AI-imagined art — or “your mother is a tracer”,I used machine learning to teach myself…,827,11,5,UX Collective,16-03-2023
1229,https://uxdesign.cc/veterans-can-trust-the-us-department-of-veterans-affairs-again-because-of-design-4b9b4d0747d4,Veterans can trust the US Department of Veterans Affairs again because of design,,174,2,13,UX Collective,16-03-2023
1230,https://uxdesign.cc/data-visualization-formatting-tips-for-transforming-your-dot-plots-7b34c736b032,Data visualization: formatting tips for transforming your dot plots,From dot plot to dumbbell chart.,85,0,6,UX Collective,16-03-2023
1231,https://uxdesign.cc/design-minimalism-aesthetic-vs-function-d4cff7b04780,Design minimalism: aesthetic vs. function,"How excessively stripping back your product design will render most features useless and, ultimately, waste resources and space.",50,0,8,UX Collective,16-03-2023
1232,https://medium.com/swlh/2-chatgpt-free-chrome-extensions-so-useful-they-almost-feel-illegal-605b1c9d48ee,2 ChatGPT (Free) Chrome Extensions so Useful They Almost Feel Illegal,Save hours on writing emails…,1400,17,6,The Startup,16-03-2023
1233,https://medium.com/swlh/the-quiet-routine-that-produces-6-articles-a-week-alongside-my-9-5-454564089b1b,The Quiet Routine That Produces 6 Articles a Week Alongside My 9–5,What you need to know about writing content part-time,5100,74,4,The Startup,16-03-2023
1234,https://medium.com/swlh/why-warm-intros-are-more-dangerous-than-entrepreneurs-realize-22ff4b608b86,"<strong class=""markup--strong markup--h3-strong"">Why “Warm Intros” Are More Dangerous Than Entrepreneurs Realize</strong>","Lots of people make intros, but do…",184,9,4,The Startup,16-03-2023
1235,https://medium.com/swlh/stuck-in-your-20s-its-time-to-make-a-change-lessons-for-making-yourself-better-and-moving-forward-500a44db9aad,Stuck in Your 20s? It’s Time to Make a Change: Lessons for Making Yourself Better and Moving Forward,,304,4,6,The Startup,16-03-2023
1236,https://medium.com/swlh/the-biggest-mistake-i-made-as-a-solopreneur-was-thinking-i-needed-someone-to-hold-me-accountable-1556f8e7518b,The Biggest Mistake I Made as a Solopreneur Was Thinking I Needed Someone to Hold Me Accountable,,236,2,6,The Startup,16-03-2023
1237,https://medium.com/swlh/why-building-an-email-list-is-the-best-first-side-hustle-6ea466de0c17,Why Building an Email List Is the Best First Side Hustle,Many want to build grand things but let’s…,133,1,4,The Startup,16-03-2023
1238,https://writingcooperative.com/what-writers-need-to-know-to-be-better-than-ai-64ca3e638890,What Writers Need to Know To Be Better Than AI,I spent weeks exploring ChatGPT with my creative…,821,13,8,The Writing Cooperative,16-03-2023
1239,https://writingcooperative.com/repurposing-content-is-for-lazy-writers-who-end-up-frustrated-fe7517b82a5a,Repurposing Content Is for Lazy Writers Who End up Frustrated,There’s a better approach that can get…,1600,34,5,The Writing Cooperative,16-03-2023
1240,https://writingcooperative.com/3-highly-effective-ways-to-generate-endless-article-ideas-14f3dac4788e,3 Highly Effective Ways to Generate Endless Article Ideas,Leverage the knowledge in your own head and…,594,14,4,The Writing Cooperative,16-03-2023
1241,https://writingcooperative.com/what-is-an-author-brand-45a09cb1acaa,"<strong class=""markup--strong markup--h3-strong"">What is an Author Brand?</strong>","<em class=""markup--em markup--h4-em"">…and how important is it?</em>",111,1,6,The Writing Cooperative,16-03-2023
1242,https://towardsdatascience.com/python-tuple-the-whole-truth-and-only-the-truth-hello-tuple-12a7ab9dbd0d,"Python Tuple, the Whole Truth, and Only the Truth: Hello, Tuple!",,312,4,16,Towards Data Science,21-01-2023
1243,https://towardsdatascience.com/3-immutable-rules-for-successful-data-sharing-ac884766ca10,3 Immutable Rules for Successful Data Sharing,Unlocking the Power of Data Collaboration,102,4,9,Towards Data Science,21-01-2023
1244,https://uxdesign.cc/the-ux-and-ui-of-elden-ring-42036ad0e24c,Analyzing the UX of Elden Ring,"A look at the UX/UI of the game of the year 2022, Elden Ring",331,10,11,UX Collective,21-01-2023
1245,https://uxdesign.cc/skillshare-embraces-badges-how-gamification-promotes-learning-12d790914bd,Skillshare embraces badges: how gamification promotes learning,"Achievements are proven motivators, but…",175,5,7,UX Collective,21-01-2023
1246,https://uxdesign.cc/anatomy-of-a-dazzling-business-email-15-tips-from-a-creative-and-ux-writing-7ab08d37a0f6,Anatomy of a dazzling business email: 15 tips from creative and UX writing,Learn to use drama…,202,3,13,UX Collective,21-01-2023
1247,https://uxdesign.cc/the-okr-madness-16-mistakes-to-avoid-f0638e217ca1,The OKR madness: 16 mistakes to avoid,The main antipatterns of using OKRs and how to avoid them.,162,1,9,UX Collective,21-01-2023
1248,https://medium.com/swlh/she-thought-her-2-8-million-followers-would-make-her-rich-until-she-couldnt-sell-36-t-shirts-e01ebae17e8c,She Thought Her 2.8 Million Followers Would Make Her Rich Until She Couldn’t Sell 36 T-Shirts,,4500,56,5,The Startup,21-01-2023
1249,https://medium.com/swlh/7-genius-ways-to-make-money-on-youtube-without-making-videos-e4d1fbd9da15,7 Genius Ways to Make Money on YouTube Without Making Videos,YouTube could be your golden ticket,1000,25,6,The Startup,21-01-2023
1250,https://medium.com/swlh/3-things-i-discovered-while-digital-nomading-in-bali-for-2-days-c993e7849bf1,"<strong class=""markup--strong markup--h3-strong"">3 Things I Discovered While Digital Nomading in Bali for 2 Days</strong>","Sometimes, all we need is a change of…",80,1,5,The Startup,21-01-2023
1251,https://medium.com/swlh/chatgpt-vs-human-writers-the-abilities-ai-cant-replicate-8ec346844ebb,ChatGPT vs. Human Writers: The Abilities AI Can’t Replicate,"I asked chatGPT, and here’s what it said",324,3,4,The Startup,21-01-2023
1252,https://medium.com/swlh/flick-this-mental-switch-youll-have-f-ck-yeah-energy-f2b20a83a71b,Flick This Mental Switch & You’ll Have “F*ck Yeah!” Energy,Here are 5 easy ways to flick it,470,4,6,The Startup,21-01-2023
1253,https://writingcooperative.com/refurbish-your-writers-toolkit-with-this-indie-short-story-402a74ecbe95,Refurbish Your Writer’s Toolkit with this Indie Short Story,“MyGraine” by Lindz McLeod in ,623,6,10,The Writing Cooperative,21-01-2023
1254,https://writingcooperative.com/the-best-ways-to-grow-in-a-community-of-writers-590d87fa1550,The Best Ways to Grow in a Community of Writers,"In a community of like minds, you must know how to…",634,14,5,The Writing Cooperative,21-01-2023
1255,https://writingcooperative.com/ten-months-to-publication-going-on-pre-order-and-what-you-need-to-do-a297d6e6ce5d,Ten Months to Publication: Going on Pre-order and What You Need To Do,,38,1,4,The Writing Cooperative,21-01-2023
1256,https://towardsdatascience.com/how-to-find-the-best-theoretical-distribution-for-your-data-a26e5673b4bd,How to Find the Best Theoretical Distribution for Your Data,Knowing the underlying data distribution…,914,11,19,Towards Data Science,03-02-2023
